0.001156	0.6587646084103316	7.655738808084077	0.6587646084103316
0.001199	3.1684987084084154e-09	1.923869191323189e-08	3.1684987084084154e-09
0.001244	1.273640031533618e-09	2.953299920388145e-09	1.273640031533618e-09
0.001291	7.742754478577043e-10	1.2461539690641438e-09	7.742754478577043e-10
0.001339	5.526956227089334e-10	7.489076589640738e-10	5.526956227089334e-10
0.001389	4.3282115032446435e-10	5.871155176550152e-10	4.3282115032446435e-10
0.001441	3.543531087499881e-10	4.816604835502764e-10	3.543531087499881e-10
0.001495	3.013453002031534e-10	4.070084235781277e-10	3.013453002031534e-10
0.001551	2.626844887200284e-10	3.2569561277929104e-10	2.626844887200284e-10
0.001609	2.317479292572412e-10	2.7557664197257954e-10	2.317479292572412e-10
0.001669	2.0879333760152703e-10	2.4564897293111557e-10	2.0879333760152703e-10
0.001731	1.901510810212501e-10	2.3104497348113088e-10	1.901510810212501e-10
0.001796	1.762533981186087e-10	2.182442553404721e-10	1.762533981186087e-10
0.001863	1.6213730307887826e-10	2.0838709906942863e-10	1.6213730307887826e-10
0.001933	1.5174604042948697e-10	1.9635978979763647e-10	1.5174604042948697e-10
0.002005	1.4411700368562835e-10	1.8470268739896193e-10	1.4411700368562835e-10
0.00208	1.3571469148694108e-10	1.682987955371292e-10	1.3571469148694108e-10
0.002158	1.2943118483821324e-10	1.5775372661493056e-10	1.2943118483821324e-10
0.002239	1.2457213542720393e-10	1.5196574370470184e-10	1.2457213542720393e-10
0.002323	1.221057389586559e-10	1.4132479120601914e-10	1.221057389586559e-10
0.002409	1.1801390723313845e-10	1.3050436811998855e-10	1.1801390723313845e-10
0.0025	1.1555889058775944e-10	1.232412816744773e-10	1.1555889058775944e-10
0.002593	1.1255960680317324e-10	1.1799115283892884e-10	1.1255960680317324e-10
0.00269	1.0102021469743946e-10	1.0654094035851727e-10	1.0102021469743946e-10
0.002791	8.934549284328616e-11	9.403460908814318e-11	8.934549284328616e-11
0.002895	8.429749312403744e-11	8.84137631248063e-11	8.429749312403744e-11
0.003003	7.902824775132747e-11	8.241263164228073e-11	7.902824775132747e-11
0.003115	7.56486193063161e-11	8.173152927469985e-11	7.56486193063161e-11
0.003232	3.8820765247552814e-11	4.360788658345233e-11	3.8820765247552814e-11
0.003353	2.3852413581482303e-11	3.128364269896262e-11	2.3852413581482303e-11
0.003478	1.8118179799356406e-11	1.8492650255352106e-11	1.8118179799356406e-11
0.003608	1.646731893067673e-11	1.646731893067673e-11	1.6192452137979492e-11
0.003743	1.3563518113397954e-11	1.3563518113397954e-11	1.3116250933195522e-11
0.003883	6.443770283885606e-12	6.443770283885606e-12	6.127587526323488e-12
0.004028	4.773205792936753e-12	4.773205792936753e-12	4.378871545397578e-12
0.004179	3.8751018137854215e-12	3.8751018137854215e-12	3.3605604524743507e-12
0.004335	3.824797302466577e-12	3.824797302466577e-12	3.500928307550981e-12
0.004497	3.2052815527699233e-12	3.412601663245295e-12	3.053479246781489e-12
0.004666	2.425802765040651e-12	2.7614163519617498e-12	2.4133575195681973e-12
0.00484	2.0101805314720418e-12	2.357352338190639e-12	1.993401515386934e-12
0.005021	1.7152076510588233e-12	2.0633511572615298e-12	1.7055188485882876e-12
0.005209	1.5789473478753787e-12	1.871291667118996e-12	1.5723093657160078e-12
0.005404	1.4822076228682272e-12	1.6903433054536902e-12	1.4793504487307659e-12
0.005606	1.4000906487506545e-12	1.5455892685382295e-12	1.4000906487506545e-12
0.005815	1.3077729697392677e-12	1.4050072996494906e-12	1.3077729697392677e-12
0.006033	1.2170477949339506e-12	1.2572679624838025e-12	1.1968860142855672e-12
0.006258	1.131223851174957e-12	1.1418402065478616e-12	1.088654952306187e-12
0.006492	1.0620507850830564e-12	1.0710301059740183e-12	9.960885143616542e-13
0.006735	1.003479383858914e-12	1.0131949837569365e-12	9.13142178554751e-13
0.006987	9.460612383353632e-13	9.557247605629139e-13	8.295657539616371e-13
0.007248	8.80812044939562e-13	8.90329223666796e-13	7.53399335470488e-13
0.007519	7.318165062672864e-13	7.410336237743145e-13	6.983439169098515e-13
0.0078	6.150009211354414e-13	7.322593024518561e-13	6.150009211354414e-13
0.008092	5.200701687385194e-13	6.498292267438556e-13	5.200701687385194e-13
0.008395	4.3952331751870256e-13	5.38877010308188e-13	4.3952331751870256e-13
0.008709	3.748880348252724e-13	4.905519372732325e-13	3.748880348252724e-13
0.009034	3.216662531160349e-13	4.3722649768319725e-13	3.216662531160349e-13
0.009372	2.8430890376687115e-13	3.876448689622893e-13	2.8430890376687115e-13
0.009723	2.57732952922353e-13	3.42108915885411e-13	2.514278886152436e-13
0.010086	2.368112699541329e-13	3.039385742276495e-13	2.171071406509311e-13
0.010463	2.2013018036906686e-13	2.708605344842235e-13	1.8848498779873258e-13
0.010855	2.0573794231226272e-13	2.4000528989322517e-13	1.6308223360471052e-13
0.01126	1.953074883029845e-13	2.2359879116605795e-13	1.4812196422978463e-13
0.011682	1.6627425897648723e-13	1.8603442223766167e-13	1.441266167165669e-13
0.012118	1.2608223543357175e-13	1.5714474272503374e-13	1.2608223543357175e-13
0.012572	9.994619142606288e-14	1.3300683149100255e-13	9.994619142606288e-14
0.013042	8.603761687890303e-14	1.1659176703163438e-13	8.603761687890303e-14
0.013529	7.306835900868635e-14	1.0105772256394901e-13	6.798564203595365e-14
0.014035	6.109882959870537e-14	8.647661786845256e-14	5.293053687160573e-14
0.01456	5.138513334826951e-14	7.355215094016081e-14	4.117841328060353e-14
0.015105	4.3072450585256935e-14	6.256043508297542e-14	3.554469899766731e-14
0.015669	3.275178642075193e-14	5.425633000737713e-14	3.1576068766836405e-14
0.016255	2.830664286259797e-14	4.896663691366163e-14	2.5939248456356246e-14
0.016863	2.6399653090515127e-14	4.66491194282274e-14	2.3526966357413507e-14
0.017494	2.7391568474714483e-14	4.778246646407468e-14	2.163837169532812e-14
0.018148	3.2528300510571425e-14	5.390566861142066e-14	2.1241930626388365e-14
0.018827	4.3861148346834085e-14	6.693837300407817e-14	2.6858484896389636e-14
0.019531	5.933154024376635e-14	8.815111444955956e-14	4.205544789908517e-14
0.020261	7.536614381799597e-14	1.0765105901953322e-13	6.140449694488009e-14
0.021019	9.722228594406743e-14	1.3150709704153371e-13	7.906267539682e-14
0.021805	1.1705270265285487e-13	1.5813623238045607e-13	9.146620016978592e-14
0.02262	1.3897328616930842e-13	1.862940473806986e-13	1.1035640303349637e-13
0.023466	1.5686677542254707e-13	2.1854052097446271e-13	1.3834510381860413e-13
0.024343	1.6605659706235212e-13	2.498817904302082e-13	1.4789088483642647e-13
0.025254	1.736406753561224e-13	2.8096963289175985e-13	1.2663880156682803e-13
0.026198	1.819056685685904e-13	3.043453767950665e-13	1.2073702303261144e-13
0.027178	1.9667699660497158e-13	3.2422760874526464e-13	1.4306675023596194e-13
0.028194	2.197612870293667e-13	3.432351285397312e-13	1.5458823145695635e-13
0.029248	2.3466607578398355e-13	3.5790750967272586e-13	1.331815252214398e-13
0.030342	2.5215289597420576e-13	3.748035140324016e-13	1.550926368246125e-13
0.031477	2.7350296602187104e-13	3.924364926834661e-13	2.0161462867905996e-13
0.032654	2.991297311109044e-13	4.1379651957806244e-13	2.2771259590497107e-13
0.033875	3.3817901651254437e-13	4.391123718178414e-13	2.066117846847075e-13
0.035141	3.847081735118437e-13	4.652420494262201e-13	2.7745833814922456e-13
0.036455	4.523132481733397e-13	4.963971382776276e-13	3.640033966601627e-13
0.037819	5.591912360552405e-13	5.874167457338317e-13	4.6747102716036e-13
0.039233	6.671716361324579e-13	7.131864030394755e-13	5.800929928231662e-13
0.0407	8.205991315708939e-13	8.627969816853576e-13	6.315184538293637e-13
