16.7317,-9.32365,0.011282 16.7317,-9.32365,68.75
-0.161419,-8.358,0.011282 -0.161419,-8.358,68.75
4.00857,8.27769,0.011282 4.00857,8.27769,68.75
2.90956,2.20123,0.011282 2.90956,2.20123,68.75
-10.1228,-6.76746,7.86793 -19.2145,-2.67177,68.75
-10.3142,9.64061,7.45221 -19.4925,3.62299,68.75
-6.55251,-3.33368,7.02212 -18.3993,-1.19152,68.75
-16.5989,3.5316,9.69468 -21.3501,1.53897,68.75
-9.91528,-12.408,6.71895 -19.7053,-4.40914,68.75
-8.79132,-5.9396,7.55893 -18.7755,-2.25631,68.75
5.80479,12.4481,0.011282 5.80479,12.4481,68.75
5.59694,3.1147,0.011282 5.59694,3.1147,68.75
-18.9099,4.19796,9.97341 -22.3028,1.84414,68.75
-10.829,9.90751,7.54928 -19.574,3.84034,68.75
11.5094,-13.6851,0.011282 11.5094,-13.6851,68.75
5.41294,-6.1408,0.011282 5.41294,-6.1408,68.75
-2.91165,1.81717,5.60652 -17.9107,0.570721,68.75
-13.2913,-11.0314,7.95139 -20.5446,-4.20835,68.75
-0.547351,1.53461,4.48908 -17.9748,0.39224,68.75
-2.08419,-10.9953,0.011282 -2.08419,-10.9953,68.75
-10.8732,3.8201,8.39643 -19.2744,1.53033,68.75
5.10184,-8.83565,0.011282 5.10184,-8.83565,68.75
-16.0921,7.93059,9.11002 -21.2763,3.30405,68.75
-19.4455,8.32882,9.52542 -22.6965,3.46378,68.75
-4.25304,6.1466,5.84022 -18.0363,1.99821,68.75
-4.83804,16.5206,0.011282 -4.83804,16.5206,68.75
19.7672,-0.0850177,0.011282 19.7672,-0.0850177,68.75
-10.3341,0.176104,8.38694 -19.1526,0.0605375,68.75
7.14072,5.54675,0.011282 7.14072,5.54675,68.75
8.26054,-8.19971,0.011282 8.26054,-8.19971,68.75
-12.6842,10.3758,7.94585 -20.2854,3.94093,68.75
-20.825,2.32066,10.2863 -23.0746,1.0613,68.75
0.912307,-12.4104,0.011282 0.912307,-12.4104,68.75
-10.8993,5.34531,8.26456 -19.3307,2.15045,68.75
-4.67366,-10.165,5.34833 -18.6469,-3.12219,68.75
12.6076,-16.3054,0.011282 12.6076,-16.3054,68.75
15.0949,7.77052,0.011282 15.0949,7.77052,68.75
15.4851,6.75587,0.011282 15.4851,6.75587,68.75
0.65376,5.61428,0.011282 0.65376,5.61428,68.75
9.94368,-7.41035,0.011282 9.94368,-7.41035,68.75
-14.0849,-8.83284,8.56539 -20.6339,-3.57654,68.75
0.313968,-0.624436,0.011282 0.313968,-0.624436,68.75
-8.6449,-13.5992,6.00087 -19.4803,-4.58724,68.75
-1.65821,-4.93334,4.80943 -17.9645,-1.54178,68.75
2.66135,6.92536,0.011282 2.66135,6.92536,68.75
-6.39651,-11.5773,5.71879 -18.9683,-3.79805,68.75
-4.72616,-3.96741,6.26098 -18.0478,-1.31757,68.75
-7.87607,16.4577,4.86127 -19.8013,5.04154,68.75
-13.5639,5.45956,8.92841 -20.3306,2.19602,68.75
-5.50778,-13.9397,4.7571 -19.2661,-4.03557,68.75
0.53688,-12.2057,0.011282 0.53688,-12.2057,68.75
-15.0956,4.04693,9.38459 -20.7648,1.72774,68.75
-5.08299,0.134239,6.56526 -17.897,0.0784042,68.75
3.9063,0.10355,0.011282 3.9063,0.10355,68.75
-4.27766,3.7751,6.08948 -18.0337,1.28769,68.75
-6.80364,-17.5982,0.011282 -6.80364,-17.5982,68.75
-8.81882,-4.7967,7.6909 -18.8181,-1.78728,68.75
-1.66566,12.6383,0.011282 -1.66566,12.6383,68.75
17.0066,1.8353,0.011282 17.0066,1.8353,68.75
17.9551,2.10719,0.011282 17.9551,2.10719,68.75
-11.2486,-9.40066,7.7643 -19.7593,-3.60613,68.75
-5.06988,6.57602,6.12217 -18.3389,2.20041,68.75
-3.33012,-4.39673,5.62965 -17.8503,-1.50846,68.75
-1.09076,3.63774,4.64805 -17.8742,1.05457,68.75
5.78983,10.2672,0.011282 5.78983,10.2672,68.75
3.91016,-1.26557,0.011282 3.91016,-1.26557,68.75
-2.55411,9.4572,4.56164 -18.6419,2.71099,68.75
-3.81284,-6.64985,5.58698 -18.1912,-2.18547,68.75
12.4827,-3.66186,0.011282 12.4827,-3.66186,68.75
-3.87557,-1.79978,6.03064 -17.8198,-0.641083,68.75
-0.455272,0.079426,4.4668 -17.9259,0.00328726,68.75
-16.964,10.9717,8.68661 -21.7527,4.44171,68.75
-8.96299,0.312821,7.96648 -18.7785,0.0986931,68.75
12.8279,2.49664,0.011282 12.8279,2.49664,68.75
-4.99991,5.60994,6.21342 -18.0825,1.92025,68.75
7.85051,4.54702,0.011282 7.85051,4.54702,68.75
-6.68574,-3.16537,7.08251 -18.2062,-1.18564,68.75
-2.72751,1.11083,5.54418 -17.9162,0.381295,68.75
-4.96284,0.183904,6.51668 -18.1371,0.0113794,68.75
-5.30483,11.6902,5.26582 -18.7701,3.67912,68.75
0.665225,-0.0534048,0.011282 0.665225,-0.0534048,68.75
-13.2841,1.70579,9.13054 -20.1582,0.70946,68.75
-11.1307,1.72351,8.58363 -19.4585,0.664206,68.75
-10.6662,-16.621,5.70255 -20.3189,-5.41822,68.75
5.69163,3.20363,0.011282 5.69163,3.20363,68.75
-0.0144773,9.03672,0.011282 -0.0144773,9.03672,68.75
2.04561,6.33141,0.011282 2.04561,6.33141,68.75
-1.74611,-5.8554,4.74917 -18.1788,-1.68205,68.75
-48.6857,-0.151959,4.89242 -142.882,-0.244552,68.75
1.06452,-0.727863,0.011282 1.06452,-0.727863,68.75
-6.67527,-9.98057,6.17369 -18.7979,-3.32981,68.75
1.86279,1.87026,0.011282 1.86279,1.87026,68.75
-0.265703,-0.0619449,4.3712 -17.7623,0.0143755,68.75
6.08662,4.34726,0.011282 6.08662,4.34726,68.75
2.53755,0.951825,0.011282 2.53755,0.951825,68.75
10.8569,-5.0156,0.011282 10.8569,-5.0156,68.75
2.49861,1.92577,0.011282 2.49861,1.92577,68.75
-2.29207,-3.77737,5.21123 -17.9773,-1.22307,68.75
-1.20002,13.3025,0.011282 -1.20002,13.3025,68.75
-7.3546,0.39709,7.42317 -18.3324,0.157562,68.75
1.12792,2.3496,0.011282 1.12792,2.3496,68.75
13.2318,-11.1915,0.011282 13.2318,-11.1915,68.75
-1.95147,-2.08777,5.15286 -17.9578,-0.617139,68.75
2.4707,-7.26053,0.011282 2.4707,-7.26053,68.75
11.0123,-12.2658,0.011282 11.0123,-12.2658,68.75
5.4168,2.84514,0.011282 5.4168,2.84514,68.75
7.11991,-16.1333,0.011282 7.11991,-16.1333,68.75
-5.3108,0.0732179,6.65633 -18.1061,0.017436,68.75
8.24919,-0.243202,0.011282 8.24919,-0.243202,68.75
-13.708,-0.134314,9.25583 -20.2693,-0.0481976,68.75
-5.05291,5.24662,6.27467 -18.185,1.78902,68.75
0.375503,0.688785,0.011282 0.375503,0.688785,68.75
0.545196,-9.75125,0.011282 0.545196,-9.75125,68.75
5.65944,9.17655,0.011282 5.65944,9.17655,68.75
4.44277,17.6328,0.011282 4.44277,17.6328,68.75
6.52458,-2.7094,0.011282 6.52458,-2.7094,68.75
-0.328491,-1.07912,4.39111 -17.7997,-0.239849,68.75
18.6759,3.55391,0.011282 18.6759,3.55391,68.75
-6.20055,4.79601,6.77002 -18.2478,1.7364,68.75
0.684098,-7.84175,0.011282 0.684098,-7.84175,68.75
-13.3199,-3.27669,9.06161 -20.1617,-1.34756,68.75
-3.71472,-8.36129,5.28202 -18.3139,-2.68417,68.75
2.47901,3.86622,0.011282 2.47901,3.86622,68.75
16.2275,12.2264,0.011282 16.2275,12.2264,68.75
-1.14546,-5.64549,4.48263 -18.147,-1.64224,68.75
-0.300224,0.949269,4.37944 -17.7812,0.26249,68.75
11.9902,-5.13051,0.011282 11.9902,-5.13051,68.75
0.429292,-1.37459,0.011282 0.429292,-1.37459,68.75
17.9619,3.49506,0.011282 17.9619,3.49506,68.75
8.70173,0.182413,0.011282 8.70173,0.182413,68.75
-5.97234,11.7065,5.52584 -18.9066,3.70241,68.75
0.990768,-9.3838,0.011282 0.990768,-9.3838,68.75
2.3265,4.59518,0.011282 2.3265,4.59518,68.75
0.775606,1.24704,0.011282 0.775606,1.24704,68.75
19.5703,1.48626,0.011282 19.5703,1.48626,68.75
-4.48311,-2.08578,6.2759 -17.9941,-0.725247,68.75
-1.8288,-11.8032,0.011282 -1.8288,-11.8032,68.75
-11.5837,-5.9048,8.38949 -19.6554,-2.35288,68.75
0.966294,4.90743,0.011282 0.966294,4.90743,68.75
0.18778,11.8271,0.011282 0.18778,11.8271,68.75
2.3713,-0.636131,0.011282 2.3713,-0.636131,68.75
-13.1846,6.52075,8.71489 -20.2807,2.62748,68.75
4.29384,-6.85877,0.011282 4.29384,-6.85877,68.75
13.2723,-1.645,0.011282 13.2723,-1.645,68.75
9.03934,-2.5716,0.011282 9.03934,-2.5716,68.75
7.35218,1.07144,0.011282 7.35218,1.07144,68.75
6.61733,11.0549,0.011282 6.61733,11.0549,68.75
-12.9103,-0.139892,9.07135 -20.0173,-0.0469237,68.75
4.1144,-0.933255,0.011282 4.1144,-0.933255,68.75
-1.54207,3.91023,4.84625 -17.84,1.25584,68.75
-7.07294,-6.91553,6.84289 -18.644,-2.41584,68.75
1.56752,8.70077,0.011282 1.56752,8.70077,68.75
1.98963,-18.502,0.011282 1.98963,-18.502,68.75
-5.17881,14.7091,4.39729 -19.1924,4.24459,68.75
-3.50097,-9.5654,4.96764 -18.5866,-2.9277,68.75
0.0462647,0.122076,0.011282 0.0462647,0.122076,68.75
0.286485,-8.56973,0.011282 0.286485,-8.56973,68.75
4.62788,-14.7028,0.011282 4.62788,-14.7028,68.75
-2.16095,-6.78053,4.82557 -17.9781,-2.02016,68.75
8.83075,-0.401526,0.011282 8.83075,-0.401526,68.75
6.48967,0.107882,0.011282 6.48967,0.107882,68.75
0.0757734,0.226766,0.011282 0.0757734,0.226766,68.75
8.04939,-1.45447,0.011282 8.04939,-1.45447,68.75
5.78851,10.2918,0.011282 5.78851,10.2918,68.75
-13.6721,-2.01255,9.2077 -20.2356,-0.825503,68.75
-4.27464,1.12035,6.22029 -17.8442,0.349736,68.75
15.5651,-13.7092,0.011282 15.5651,-13.7092,68.75
4.46584,3.62993,0.011282 4.46584,3.62993,68.75
9.03522,2.10594,0.011282 9.03522,2.10594,68.75
2.86184,2.68745,0.011282 2.86184,2.68745,68.75
-19.1288,-5.72291,9.85038 -22.4496,-2.4877,68.75
7.24511,14.1034,0.011282 7.24511,14.1034,68.75
4.2083,2.94732,0.011282 4.2083,2.94732,68.75
-3.62236,11.5269,4.59672 -18.9811,3.27427,68.75
-3.97144,-7.90831,5.46832 -18.2084,-2.51435,68.75
0.164327,-0.743847,0.011282 0.164327,-0.743847,68.75
12.1988,13.8293,0.011282 12.1988,13.8293,68.75
-12.4882,-0.421359,8.96702 -19.7817,-0.198735,68.75
7.16475,0.699068,0.011282 7.16475,0.699068,68.75
-3.1519,-5.61667,5.42627 -18.021,-1.84045,68.75
-4.99662,-7.03338,6.0294 -18.2069,-2.42018,68.75
6.95647,-5.23103,0.011282 6.95647,-5.23103,68.75
-0.818016,-5.29658,4.36066 -18.1158,-1.54068,68.75
9.67341,10.1504,0.011282 9.67341,10.1504,68.75
3.48856,1.27768,0.011282 3.48856,1.27768,68.75
-2.26313,-2.41801,5.28366 -17.8338,-0.71288,68.75
3.68283,-14.6858,0.011282 3.68283,-14.6858,68.75
4.0975,-5.07578,0.011282 4.0975,-5.07578,68.75
-3.06105,-1.42918,5.68583 -17.8209,-0.461722,68.75
-8.90161,2.71537,7.87385 -18.7285,1.02691,68.75
-3.69527,-9.64525,5.03711 -18.3772,-3.03143,68.75
11.2674,8.56138,0.011282 11.2674,8.56138,68.75
3.72471,-9.81179,0.011282 3.72471,-9.81179,68.75
8.09254,6.16619,0.011282 8.09254,6.16619,68.75
3.50373,-3.53267,0.011282 3.50373,-3.53267,68.75
-0.646365,14.5111,0.011282 -0.646365,14.5111,68.75
-16.263,12.3972,8.23849 -21.5791,4.87485,68.75
-4.06925,7.05583,5.64004 -18.086,2.29788,68.75
-5.72321,-15.5589,4.35194 -19.5299,-4.47784,68.75
-0.646393,0.00944617,4.56336 -18.0908,-0.0665782,68.75
6.09977,-1.24129,0.011282 6.09977,-1.24129,68.75
-2.90176,3.77079,5.49056 -17.9011,1.19336,68.75
-0.758835,-19.9183,0.011282 -0.758835,-19.9183,68.75
13.8496,1.28307,0.011282 13.8496,1.28307,68.75
-9.56046,10.9989,6.94217 -19.4046,4.0418,68.75
14.8884,9.60507,0.011282 14.8884,9.60507,68.75
2.53864,-3.49606,0.011282 2.53864,-3.49606,68.75
11.5992,-6.43344,0.011282 11.5992,-6.43344,68.75
8.53461,4.79399,0.011282 8.53461,4.79399,68.75
-18.8413,-7.47165,9.58895 -22.3766,-3.14454,68.75
-1.67592,-12.0465,0.011282 -1.67592,-12.0465,68.75
12.1347,13.9385,0.011282 12.1347,13.9385,68.75
-3.23706,-7.84549,5.15714 -18.3643,-2.41424,68.75
-6.66463,9.13387,6.33377 -18.8323,3.13378,68.75
6.60812,6.39092,0.011282 6.60812,6.39092,68.75
-2.49073,16.3468,0.011282 -2.49073,16.3468,68.75
0.321821,0.207328,0.011282 0.321821,0.207328,68.75
-14.6366,-6.67831,9.01343 -20.7175,-2.76735,68.75
-0.308983,9.36628,0.011282 -0.308983,9.36628,68.75
8.71197,7.18762,0.011282 8.71197,7.18762,68.75
-6.02943,-1.12246,6.92423 -18.0681,-0.438872,68.75
6.85143,4.97933,0.011282 6.85143,4.97933,68.75
0.901781,8.94836,0.011282 0.901781,8.94836,68.75
6.21761,-17.4584,0.011282 6.21761,-17.4584,68.75
6.99345,-18.7074,0.011282 6.99345,-18.7074,68.75
5.58401,-1.80729,0.011282 5.58401,-1.80729,68.75
7.37747,-3.54165,0.011282 7.37747,-3.54165,68.75
-4.16154,16.9061,0.011282 -4.16154,16.9061,68.75
-1.66438,-1.93323,5.02321 -17.7155,-0.599396,68.75
17.2888,8.35585,0.011282 17.2888,8.35585,68.75
-11.5098,-12.079,7.25884 -19.9622,-4.53495,68.75
-13.891,2.01762,9.25627 -20.3483,0.850137,68.75
-11.8031,12.3258,7.27687 -20.0524,4.56528,68.75
6.96454,-1.31544,0.011282 6.96454,-1.31544,68.75
-0.62803,1.35825,4.53493 -18.0523,0.368863,68.75
11.8242,15.491,0.011282 11.8242,15.491,68.75
-10.9436,-17.885,5.33837 -20.6329,-5.59482,68.75
-1.29534,1.70675,4.85374 -17.7606,0.483194,68.75
6.88879,5.87078,0.011282 6.88879,5.87078,68.75
-10.6042,2.09374,8.42151 -19.2184,0.845221,68.75
6.31208,-1.62396,0.011282 6.31208,-1.62396,68.75
-7.04833,-5.30862,7.03212 -18.6046,-1.94039,68.75
-0.867486,-1.93193,4.63557 -17.7935,-0.52552,68.75
-4.22301,2.75455,6.13429 -18.0646,0.870871,68.75
5.62125,14.1476,0.011282 5.62125,14.1476,68.75
-0.00237318,-17.2889,0.011282 -0.00237318,-17.2889,68.75
10.962,9.6215,0.011282 10.962,9.6215,68.75
8.23368,-0.0541301,0.011282 8.23368,-0.0541301,68.75
-1.01738,11.0433,0.011282 -1.01738,11.0433,68.75
-3.25258,-3.88116,5.63871 -17.8189,-1.24713,68.75
0.455231,-9.92759,0.011282 0.455231,-9.92759,68.75
4.79687,5.46559,0.011282 4.79687,5.46559,68.75
-16.8358,-3.24284,9.75237 -21.5399,-1.36599,68.75
16.9312,-7.15654,0.011282 16.9312,-7.15654,68.75
7.19929,-5.29096,0.011282 7.19929,-5.29096,68.75
1.62338,-5.83572,0.011282 1.62338,-5.83572,68.75
5.50344,-7.38619,0.011282 5.50344,-7.38619,68.75
4.2056,6.9806,0.011282 4.2056,6.9806,68.75
-1.01143,-7.44919,0.011282 -1.01143,-7.44919,68.75
-6.69554,-13.892,5.23041 -19.3417,-4.2758,68.75
-1.31774,-0.907435,4.88587 -17.8074,-0.259525,68.75
2.79541,-11.6664,0.011282 2.79541,-11.6664,68.75
-3.90238,-5.84131,5.72795 -18.1637,-1.95343,68.75
-15.9894,3.67976,9.57928 -21.1618,1.56312,68.75
18.7352,4.40524,0.011282 18.7352,4.40524,68.75
-2.94086,-13.4871,0.011282 -2.94086,-13.4871,68.75
5.03615,18.1793,0.011282 5.03615,18.1793,68.75
6.05427,6.65422,0.011282 6.05427,6.65422,68.75
3.88277,-1.67083,0.011282 3.88277,-1.67083,68.75
-0.804696,-6.63657,0.011282 -0.804696,-6.63657,68.75
-7.53106,-5.7974,7.14924 -18.6203,-2.14051,68.75
-47.1275,-8.64931,4.8577 -134.967,-42.7855,68.75
4.33323,-9.61696,0.011282 4.33323,-9.61696,68.75
1.75373,2.11275,0.011282 1.75373,2.11275,68.75
-0.320706,-8.34273,0.011282 -0.320706,-8.34273,68.75
14.2114,-3.39592,0.011282 14.2114,-3.39592,68.75
16.8681,3.18767,0.011282 16.8681,3.18767,68.75
5.84435,1.7269,0.011282 5.84435,1.7269,68.75
0.0207388,-0.0568241,0.011282 0.0207388,-0.0568241,68.75
18.3619,2.07674,0.011282 18.3619,2.07674,68.75
-0.688945,-0.203122,4.5844 -18.1276,-0.127122,68.75
3.0819,8.34001,0.011282 3.0819,8.34001,68.75
-6.81952,17.4374,0.011282 -6.81952,17.4374,68.75
-4.49086,2.58183,6.25566 -17.966,0.867578,68.75
-0.976904,8.45172,0.011282 -0.976904,8.45172,68.75
-4.22388,10.5539,5.07677 -18.5946,3.31045,68.75
1.77224,-0.402426,0.011282 1.77224,-0.402426,68.75
-7.36235,12.8449,5.76012 -19.2768,4.10859,68.75
9.28807,18.4697,0.011282 9.28807,18.4697,68.75
5.27738,-4.63791,0.011282 5.27738,-4.63791,68.75
-1.04492,-13.2586,0.011282 -1.04492,-13.2586,68.75
1.36929,-4.97369,0.011282 1.36929,-4.97369,68.75
-1.15186,-5.00088,4.55661 -18.2327,-1.44807,68.75
1.52571,-12.6081,0.011282 1.52571,-12.6081,68.75
-6.5126,-10.8795,5.92209 -18.9303,-3.63739,68.75
6.69762,-19.4724,0.011282 6.69762,-19.4724,68.75
18.2589,-5.06386,0.011282 18.2589,-5.06386,68.75
-8.16241,1.06675,7.69283 -18.5821,0.383887,68.75
-8.40456,1.54178,7.76117 -18.658,0.599642,68.75
-5.93994,-5.44618,6.60305 -18.2656,-1.97015,68.75
-7.90317,-5.39652,7.32368 -18.6818,-1.94641,68.75
-8.87235,-9.14958,7.09868 -19.0182,-3.35058,68.75
15.5981,-12.7245,0.011282 15.5981,-12.7245,68.75
0.316773,-4.87584,0.011282 0.316773,-4.87584,68.75
11.4461,-17.7188,0.011282 11.4461,-17.7188,68.75
-0.662344,-4.45618,4.36724 -17.8809,-1.34249,68.75
6.57869,4.09892,0.011282 6.57869,4.09892,68.75
-0.998279,1.19698,4.72358 -17.9398,0.383294,68.75
-2.53999,3.84271,5.32031 -17.9685,1.19166,68.75
14.144,-13.2118,0.011282 14.144,-13.2118,68.75
4.52106,0.0947917,0.011282 4.52106,0.0947917,68.75
2.11551,-2.70573,0.011282 2.11551,-2.70573,68.75
-0.229453,-0.868391,4.34521 -17.9211,-0.173248,68.75
-10.3362,12.2448,6.88593 -19.7086,4.44931,68.75
7.15065,1.11016,0.011282 7.15065,1.11016,68.75
3.39028,-0.0773676,0.011282 3.39028,-0.0773676,68.75
2.98324,-0.358185,0.011282 2.98324,-0.358185,68.75
0.185248,-3.91755,0.011282 0.185248,-3.91755,68.75
-9.80328,6.56156,7.79926 -19.2579,2.49956,68.75
-0.487059,0.0220942,4.48296 -17.9533,-0.0540254,68.75
5.20535,5.04599,0.011282 5.20535,5.04599,68.75
-2.38692,-9.20291,4.53281 -18.5404,-2.59449,68.75
12.3058,14.0997,0.011282 12.3058,14.0997,68.75
-11.6891,-9.36288,7.89063 -19.8296,-3.6098,68.75
1.43407,4.1886,0.011282 1.43407,4.1886,68.75
1.48309,-0.8938,0.011282 1.48309,-0.8938,68.75
2.6121,3.07056,0.011282 2.6121,3.07056,68.75
11.4154,14.5374,0.011282 11.4154,14.5374,68.75
-0.684014,-10.9478,0.011282 -0.684014,-10.9478,68.75
3.00359,5.26778,0.011282 3.00359,5.26778,68.75
16.7535,-12.5108,0.011282 16.7535,-12.5108,68.75
3.23035,-9.13147,0.011282 3.23035,-9.13147,68.75
20.4544,-0.950579,0.011282 20.4544,-0.950579,68.75
-9.61032,8.11828,7.51127 -19.3137,3.01283,68.75
-3.85329,5.14883,5.78452 -18.1985,1.63843,68.75
5.42042,7.00973,0.011282 5.42042,7.00973,68.75
-11.722,10.7805,7.61356 -19.9558,4.05367,68.75
4.23467,-0.111028,0.011282 4.23467,-0.111028,68.75
-3.22937,-5.7559,5.44446 -17.9576,-1.87823,68.75
13.0831,11.0908,0.011282 13.0831,11.0908,68.75
0.653319,15.9515,0.011282 0.653319,15.9515,68.75
-10.2111,10.4691,7.25458 -19.4639,3.93029,68.75
0.227443,2.37706,0.011282 0.227443,2.37706,68.75
10.9461,10.0084,0.011282 10.9461,10.0084,68.75
1.8514,0.360649,0.011282 1.8514,0.360649,68.75
2.71539,-5.54486,0.011282 2.71539,-5.54486,68.75
-4.86249,8.87293,5.67682 -18.4032,2.91456,68.75
-3.43483,2.63869,5.80165 -17.9017,0.926368,68.75
-17.7149,11.6415,8.65058 -22.038,4.78848,68.75
7.64676,5.85677,0.011282 7.64676,5.85677,68.75
18.5311,1.62008,0.011282 18.5311,1.62008,68.75
-3.36906,10.5795,4.69991 -18.5866,3.07487,68.75
-0.42608,-0.196923,4.45181 -17.9008,-0.120766,68.75
18.6683,-9.93921,0.011282 18.6683,-9.93921,68.75
20.8608,0.785428,0.011282 20.8608,0.785428,68.75
1.93715,-4.55881,0.011282 1.93715,-4.55881,68.75
-2.76736,0.299627,5.57405 -17.9651,0.100617,68.75
14.4423,-6.89638,0.011282 14.4423,-6.89638,68.75
-0.537114,8.69149,0.011282 -0.537114,8.69149,68.75
-13.9584,1.12058,9.29862 -20.322,0.479459,68.75
18.8128,-8.03855,0.011282 18.8128,-8.03855,68.75
-5.60403,2.09164,6.72832 -18.1691,0.715473,68.75
3.76987,9.91132,0.011282 3.76987,9.91132,68.75
-2.53415,-1.8987,5.432 -17.8212,-0.628437,68.75
0.828394,5.15333,0.011282 0.828394,5.15333,68.75
-7.4994,-15.6154,5.00456 -19.7119,-4.71527,68.75
10.8125,-0.530614,0.011282 10.8125,-0.530614,68.75
-5.07654,-2.29808,6.50948 -18.1621,-0.749356,68.75
-48.7417,-0.15975,4.86526 -142.978,-0.252382,68.75
19.3084,-8.40337,0.011282 19.3084,-8.40337,68.75
-16.4342,-2.29289,9.73789 -21.3332,-1.00308,68.75
-43.4938,14.8744,4.86958 -117.047,73.9053,68.75
-10.8751,11.9691,7.10908 -19.7929,4.41946,68.75
1.92576,0.273422,0.011282 1.92576,0.273422,68.75
0.574833,-3.56872,0.011282 0.574833,-3.56872,68.75
-1.15156,0.018324,4.81382 -17.8055,-0.0542422,68.75
6.12786,2.36132,0.011282 6.12786,2.36132,68.75
9.3572,14.0747,0.011282 9.3572,14.0747,68.75
-48.8639,0.165135,4.80595 -148.514,0.28693,68.75
-10.2457,2.78181,8.28408 -19.1009,1.1004,68.75
-0.964854,19.1792,0.011282 -0.964854,19.1792,68.75
-9.91687,0.213952,8.26313 -18.9327,0.0958981,68.75
1.92452,-20.8385,0.011282 1.92452,-20.8385,68.75
0.599762,18.1,0.011282 0.599762,18.1,68.75
19.4156,-2.41163,0.011282 19.4156,-2.41163,68.75
-0.30322,1.77058,4.35817 -17.9565,0.458706,68.75
-48.6244,-3.62577,4.78806 -146.36,-18.9807,68.75
-0.66251,5.85028,0.011282 -0.66251,5.85028,68.75
-6.89704,0.937557,7.25179 -18.2146,0.393893,68.75
3.01905,9.64365,0.011282 3.01905,9.64365,68.75
-5.57108,-17.2609,0.011282 -5.57108,-17.2609,68.75
2.91789,-4.52372,0.011282 2.91789,-4.52372,68.75
-37.2434,6.04687,8.6716 -131.236,52.4019,68.75
-6.64025,18.2735,0.011282 -6.64025,18.2735,68.75
17.4538,4.69035,0.011282 17.4538,4.69035,68.75
0.790412,-13.0627,0.011282 0.790412,-13.0627,68.75
-8.25695,2.22694,7.68638 -18.6048,0.81863,68.75
-0.661378,0.25066,4.57022 -18.1026,0.0222927,68.75
3.85914,-10.3778,0.011282 3.85914,-10.3778,68.75
12.193,-6.0721,0.011282 12.193,-6.0721,68.75
-12.6517,-15.5827,6.57935 -20.5829,-5.52177,68.75
-16.7102,-1.98474,9.79669 -21.3916,-0.882703,68.75
-0.0959983,-4.21805,0.011282 -0.0959983,-4.21805,68.75
-3.20281,-15.8395,0.011282 -3.20281,-15.8395,68.75
11.054,-3.30253,0.011282 11.054,-3.30253,68.75
-2.68208,-3.13934,5.4359 -17.7568,-0.95361,68.75
5.40368,9.13236,0.011282 5.40368,9.13236,68.75
11.9506,-16.0821,0.011282 11.9506,-16.0821,68.75
2.05374,0.871552,0.011282 2.05374,0.871552,68.75
3.60563,10.9079,0.011282 3.60563,10.9079,68.75
7.30812,12.3338,0.011282 7.30812,12.3338,68.75
12.0878,15.7774,0.011282 12.0878,15.7774,68.75
5.1942,9.5321,0.011282 5.1942,9.5321,68.75
-0.00784499,0.813462,0.011282 -0.00784499,0.813462,68.75
-3.81598,-15.2498,0.011282 -3.81598,-15.2498,68.75
12.9696,1.34635,0.011282 12.9696,1.34635,68.75
-1.23576,-2.4086,4.79545 -17.8108,-0.739691,68.75
-15.999,13.9502,7.78283 -21.5675,5.29365,68.75
1.3848,-9.97509,0.011282 1.3848,-9.97509,68.75
-4.2245,0.470907,6.20971 -17.815,0.1744,68.75
4.00708,-14.8766,0.011282 4.00708,-14.8766,68.75
-3.08255,-0.790275,5.70989 -17.857,-0.209683,68.75
-1.17832,0.682717,4.82204 -17.8226,0.174077,68.75
-1.26381,13.6561,0.011282 -1.26381,13.6561,68.75
-3.39116,-6.72498,5.39268 -18.3245,-2.08811,68.75
-8.24655,-3.74394,7.59185 -18.6204,-1.39659,68.75
8.49472,8.47744,0.011282 8.49472,8.47744,68.75
-7.35914,-6.16444,7.04471 -18.7207,-2.19661,68.75
-2.51882,3.198,5.3571 -18.0024,0.952983,68.75
